 Produção Ambulatorial do SUS - Brasil - por local de atendimento
Valor aprovado por Município e Ano atendimento
Procedimento: 0301130051 ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTAGIO 04 PRE DIALISE, 0301130060 ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTAGIO 05 PRE DIALISE, 0305010018 DIALISE PERITONEAL INTERMITENTE DPI (1 SESSAO POR SEMANA -EXCEPCIONALIDADE), 0305010026 DIALISE PERITONEAL INTERMITENTE DPI (MAXIMO 2 SESSOES POR SEMANA), 0305010034 DIALISE PERITONEAL P/ PACIENTES RENAIS AGUDOS, 0305010042 HEMODIALISE CONTINUA, 0305010050 HEMODIALISE I (MAXIMO 1 SESSAO POR SEMANA - EXCEPCIONALIDADE), 0305010069 HEMODIALISE I (MAXIMO 3 SESSOES POR SEMANA), 0305010077 HEMODIALISE I EM PORTADOR DE HIV (EXCEPCIONALIDADE - MAXIMO 1 SESSAO POR SEMANA), 0305010085 HEMODIALISE I EM PORTADOR DE HIV (MAXIMO 3 SESSOES POR SEMANA), 0305010093 HEMODIALISE (MAXIMO 1 SESSAO POR SEMANA - EXCEPCIONALIDADE), 0305010107 HEMODIALISE (MAXIMO 3 SESSOES POR SEMANA), 0305010115 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (MAXIMO 3 S, 0305010123 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (EXCEPCIONAL, 0305010131 HEMODIALISE P/ PACIENTES RENAIS AGUDOS / CRONICOS AGUDIZADOS S/ TRATATAMENTO DIALITICO INICIADO, 0305010182 TREINAMENTO DE PACIENTE SUBMETIDO A DIALISE PERITONEAL - DPAC-DPA (9 DIAS), 0305010204 HEMODIALISE PEDIATRICA (MAXIMO 04 SESSOES POR SEMANA), 0305010220 COMPLEMENTACAO DE VALOR DE SESSAO DE HEMODIALISE EM PACIENTE COM SUSPEICAO OU CONFIRMACAO DE, 0405050054 CICLODIALISE, 0418010030 CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE, 0418010048 IMPLANTE DE CATETER DE LONGA PERMANENCIA P/ HEMODIALISE, 0418010064 IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE, 0702100013 CATETER DE LONGA PERMANENCIA P/ HEMODIALISE, 0702100021 CATETER P/ SUBCLAVIA DUPLO LUMEN P/ HEMODIALISE
Período:Jan/2015-Abr/2026
"Município";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"Total"
"110002 ARIQUEMES";-;84402,44;2728316,88;3960780,11;5040037,08;5165306,87;5032372,74;5041078,40;6177838,41;5954406,05;6291266,28;6859223,38;2334260,87;54669289,51
"110004 CACOAL";-;2847044,49;3369161,75;4165311,33;4109588,71;3987743,37;3985688,66;3898381,14;4629733,34;5323857,60;5844957,99;5853214,89;2027886,39;50042569,66
"110012 JI-PARANA";-;3505359,31;4216001,04;5211057,67;5590753,15;5746006,10;5810849,56;4768348,26;5458828,72;5680425,26;6024259,30;6541845,93;2319909,32;60873643,62
"110020 PORTO VELHO";-;6867118,95;7801568,22;9464729,33;10535412,43;10914288,97;10800208,98;10294940,15;11709927,27;12670178,83;14178066,78;14634927,62;4814205,90;124685573,43
"110030 VILHENA";-;2230259,46;2506473,56;3243704,58;3368016,56;3527363,51;3475139,47;3421618,79;3868975,12;992047,79;1330865,73;746216,07;-;28710680,64
"120010 BRASILEIA";-;-;-;-;-;-;-;-;-;463,24;2132121,26;2720649,27;1066366,00;5919599,77
"120020 CRUZEIRO DO SUL";-;-;67496,01;958473,42;936247,27;998204,34;1056234,93;1217713,95;1710386,10;2181763,57;2545533,99;2513379,31;876933,55;15062366,44
"120040 RIO BRANCO";-;6253849,83;7020355,30;8332802,66;8640072,25;9186895,33;10217402,09;9748137,89;10248470,79;10998540,98;13894967,29;15875709,17;5752645,24;116169848,82
"130260 MANAUS";2032,24;19926790,52;19170810,85;20374336,45;20271810,92;23052023,67;31090085,07;29860678,34;36970768,76;39308585,08;42109777,67;41494503,87;13550878,51;337183081,95
"140010 BOA VISTA";-;5112544,97;5678171,93;6992733,16;6811713,24;7157442,68;7312114,58;7109171,29;8450868,21;10031371,66;11108003,61;11437050,82;3756014,42;90957200,57
"150010 ABAETETUBA";-;-;-;-;-;-;-;-;-;-;1580761,15;4010612,81;1427735,62;7019109,58
"150060 ALTAMIRA";-;1963828,04;2341039,37;2772921,32;3174705,55;3203258,95;3322762,41;3049393,98;3481659,15;3694937,46;4149873,12;4038090,01;1384856,16;36577325,52
"150080 ANANINDEUA";-;3424953,58;2671574,30;6517459,13;8979758,48;9477061,12;11907226,64;12191681,06;13822946,24;13144154,28;13835029,36;14594349,28;5394157,78;115960351,25
"150140 BELEM";1970,87;16859967,48;17846762,69;25329557,48;26355599,59;27101675,11;26167882,41;28689290,12;34788255,25;38110021,99;42564587,08;43068373,92;14273515,37;341157459,36
"150170 BRAGANCA";-;1461733,27;1458617,64;1556253,17;1545828,11;1561614,43;1571580,04;1548744,71;1770639,64;1866350,92;2910051,79;3261688,18;1080859,98;21593961,88
"150180 BREVES";-;-;-;-;-;-;-;-;552751,18;1030066,51;1233766,40;1357443,72;600592,29;4774620,10
"150220 CAPANEMA";-;-;-;-;-;-;-;-;-;-;435532,41;3168742,04;1366012,60;4970287,05
"150240 CASTANHAL";-;4852983,02;4951093,90;5363128,52;6323762,70;7609309,67;8063665,37;8656114,58;11056903,53;13011118,80;14014131,69;13767832,61;6244053,51;103914097,90
"150360 ITAITUBA";-;-;-;-;-;-;-;-;-;-;647245,42;2761998,14;1016490,12;4425733,68
"150420 MARABA";-;5441809,88;5664070,92;6260181,69;6569301,25;7060446,99;7118051,93;6813417,68;7746609,49;11160309,56;10826270,23;11278803,78;3927358,71;89866632,11
"150442 MARITUBA";-;3162759,82;3373629,45;3702445,02;3626280,34;3631953,41;3750288,35;3549157,63;4223807,69;4412261,80;4909524,56;4826242,36;1631070,47;44799420,90
"150553 PARAUAPEBAS";-;-;-;11000,00;3600,00;9600,00;3000,00;1699563,20;2103616,96;1989273,32;4415438,75;6705154,85;5077311,69;22017558,77
"150613 REDENCAO";-;3497845,08;3770219,37;4189265,66;4496269,68;4925278,70;4976944,31;5191218,89;6166332,29;6662426,15;7125635,07;7247044,57;2495448,26;60743928,03
"150680 SANTAREM";-;6266796,05;6820111,62;7661632,36;7768189,16;7757105,67;7807780,02;8663502,68;9717615,59;10159154,41;11051511,27;12246786,18;4372535,71;100292720,72
"150810 TUCURUI";-;-;-;-;-;-;-;-;-;-;-;2025593,82;645114,23;2670708,05
"150812 ULIANOPOLIS";-;3435821,90;3732699,64;4576769,41;5280480,62;5713260,05;5594688,25;5556201,90;6731839,55;7655133,67;8398832,05;9096021,44;3183423,05;68955171,53
"160030 MACAPA";-;5560671,80;5874762,92;7634081,04;8203264,68;8499067,15;8222947,03;8492738,28;10536125,06;12284229,66;14008239,85;14232831,17;4232101,15;107781059,79
"170210 ARAGUAINA";-;3629858,85;3494422,20;3722148,75;3908224,58;4112098,36;4319419,65;4294032,32;4943720,40;5499766,83;6947720,53;10150291,08;3337393,76;58359097,31
"170950 GURUPI";-;2860173,27;2939837,24;3212202,99;3310522,27;3445540,67;3556036,36;3538707,53;3879821,24;3972310,96;4252606,89;4193089,82;1383432,60;40544281,84
"172100 PALMAS";-;4980870,27;5232902,29;5582230,01;5895628,12;6345075,86;6637229,37;6634910,89;7517010,82;8146940,16;9848172,17;10709298,69;3691164,76;81221433,41
"210005 ACAILANDIA";-;-;-;-;2267978,54;3180929,90;3449876,73;3628632,24;4396417,44;4835803,63;5545969,22;5698131,23;1715662,29;34719401,22
"210120 BACABAL";-;6118617,10;7123433,45;8105712,98;8162669,05;8556659,95;8772123,63;9423017,72;11192380,25;13207606,66;14658514,19;12588226,47;3342288,15;111251249,60
"210140 BALSAS";-;-;-;-;-;-;-;-;-;-;1768747,07;3033298,54;1003575,40;5805621,01
"210160 BARRA DO CORDA";-;-;-;-;-;-;-;-;-;3477,00;4392,00;5002,00;3843,00;16714,00
"210300 CAXIAS";-;9857035,55;9974983,75;9706125,95;10555051,45;10907912,98;10871584,29;10533027,22;10863037,85;11243948,74;11381943,99;11356123,82;4129045,21;121379820,80
"210320 CHAPADINHA";-;-;-;-;-;-;23886,60;1559408,31;1882407,80;3970211,51;4758378,41;5219030,68;2162199,75;19575523,06
"210330 CODO";-;-;-;1717574,34;2529676,31;3434630,64;3723193,65;3705383,87;4666173,56;5497471,61;5941544,88;6797108,37;2304155,36;40316912,59
"210360 COROATA";-;-;-;-;-;-;-;-;-;-;1891,00;3965,00;1647,00;7503,00
"210530 IMPERATRIZ";-;10838501,84;11051146,13;11814573,70;11955573,43;13230256,74;14345158,97;14092665,78;16065081,58;18009367,53;19000024,41;17606607,62;6198181,57;164207139,30
"210820 PEDREIRAS";-;3274346,84;3342307,87;3193622,74;3671384,93;3710366,90;3519383,08;3456596,63;3851635,16;3808413,14;3995076,37;3896341,10;1320827,51;41040302,27
"210860 PINHEIRO";-;-;-;-;-;-;20715,20;3611327,97;6087988,02;7164498,34;7789070,22;9088419,17;3396907,03;37158925,95
"210910 PRESIDENTE DUTRA";-;-;-;-;-;-;-;-;2440,00;1735018,19;3313221,50;4454824,80;1478360,91;10983865,40
"210990 SANTA INES";-;-;-;-;-;-;-;-;-;7686,00;9272,00;9638,00;594387,92;620983,92
"211130 SAO LUIS";-;21472726,71;24882643,03;30311300,82;31227484,67;31736685,65;30527594,60;30689735,32;42631646,15;45910767,52;50408828,48;51743748,80;17438620,94;408981782,69
"211220 TIMON";-;3034871,04;3081704,30;3359628,25;3144489,40;3176468,68;3424757,29;3228416,42;3599385,26;3877232,13;4095536,03;4374826,61;1490818,66;39888134,07
"220190 BOM JESUS";-;636282,36;968929,34;1111552,84;1327426,44;1543736,27;1452310,98;1515804,59;1934137,21;2382292,59;2663285,72;3017722,40;1021462,28;19574943,02
"220220 CAMPO MAIOR";-;5963792,90;6047017,39;6677948,32;6927784,73;7764955,30;8260471,17;8277645,09;9434422,03;10459432,31;10624743,93;8395464,91;2663951,42;91497629,50
"220390 FLORIANO";-;6880534,70;7380683,38;8486445,33;9260471,73;9808293,86;10011599,45;10099620,81;11447325,42;11126721,62;12548854,30;13268454,21;4733734,45;115052739,26
"220770 PARNAIBA";-;3972940,16;4588241,20;5442162,18;5971864,95;6618701,37;6971575,70;6594183,39;7275434,20;8209822,66;9179700,15;9439534,56;3218065,79;77482226,31
"220800 PICOS";-;7544927,59;8713856,70;10763070,38;11443168,55;12294719,45;12642896,50;12797975,52;15255970,97;16869224,26;17970709,37;18055129,91;6027991,67;150379640,87
"220840 PIRIPIRI";-;-;-;-;-;-;-;-;-;-;2017941,88;5219730,89;1758819,26;8996492,03
"221060 SAO RAIMUNDO NONATO";-;-;-;-;-;-;-;-;-;1878542,86;2535256,81;2673479,33;868451,20;7955730,20
"221100 TERESINA";-;22018676,09;23687739,97;26359320,40;27410497,12;29209941,70;29723850,70;28584731,39;33412437,06;35800289,73;39949940,33;40351229,68;13730283,87;350238938,04
"230190 BARBALHA";-;5409155,91;5750463,64;6433358,43;6337454,49;6560921,07;7007292,21;7420080,54;8952330,12;9911156,99;10643472,41;11305682,63;3965292,89;89696661,33
"230210 BATURITE";-;2567010,41;2705567,80;3292992,16;3981717,26;4418435,77;4619385,69;4470401,05;4813122,66;5405353,02;6150631,27;6209648,62;2266518,60;50900784,31
"230280 CANINDE";-;5402398,82;5301144,71;3829687,97;4074111,67;4124732,58;4316056,63;4548432,10;5565345,36;6578735,25;7387200,87;7391968,65;1831697,73;60351512,34
"230350 CASCAVEL";-;5679112,78;6096234,22;6732542,94;7143449,13;8097995,77;8379494,22;7854567,42;9504876,28;11617203,61;13418790,00;14524578,95;4944105,07;103992950,39
"230370 CAUCAIA";-;7241386,19;8303700,27;9606624,42;10359733,67;11560503,33;11654130,83;11624093,45;14213015,39;16850188,13;19257690,12;20225503,16;7186281,02;148082849,98
"230410 CRATEUS";-;-;431622,36;3649706,24;4705780,88;4937662,60;5242409,80;5880802,52;7708429,19;8894288,84;10035750,01;10375666,74;3334738,82;65196858,00
"230420 CRATO";-;6799877,60;7033280,85;7923371,21;7606576,32;7665740,78;8001140,74;8534337,26;10191394,93;11687549,83;12822508,77;12880197,89;4243579,45;105389555,63
"230428 EUSEBIO";-;3672046,62;4723282,63;6359123,14;6410659,58;6730282,50;6772680,06;6613118,05;7393917,98;7931260,31;9272095,54;9684842,36;3338932,65;78902241,42
"230440 FORTALEZA";22915,84;45155136,62;45719604,15;47693680,03;48218242,14;50198050,69;52356404,72;53702845,04;62105996,55;69152650,56;77913644,42;80490065,70;27421537,48;660150773,94
"230523 HORIZONTE";-;-;-;-;-;-;-;-;-;-;-;-;79096,41;79096,41
"230550 IGUATU";-;3839348,77;3996277,36;4280467,69;4765634,29;4852965,61;4841819,76;4629858,13;5422677,86;6641296,56;7824787,94;8498297,48;3213956,86;62807388,31
"230640 ITAPIPOCA";-;2933460,35;2992905,44;3840713,98;4082940,38;4389683,60;5116764,67;5919550,12;7824727,75;9558481,98;10963618,57;12618623,00;3254687,90;73496157,74
"230730 JUAZEIRO DO NORTE";-;4125778,43;4278902,42;5352595,17;5574617,13;5811365,01;5942030,76;5747903,66;6233733,24;7115664,73;8493463,76;9033116,32;3085058,60;70794229,23
"230765 MARACANAU";-;5808570,75;5905565,03;6347688,54;6410028,69;6399314,98;7152428,51;7475070,88;8923624,05;10389468,93;13703675,75;14466186,35;5084130,84;98065753,30
"231130 QUIXADA";-;3011417,25;3121452,05;3285044,69;3387049,38;3614554,24;3712682,26;3612509,32;4349614,60;5395900,05;6002260,44;6117068,85;2227201,44;47836754,57
"231180 RUSSAS";-;3507363,37;4046595,35;4316126,63;4542991,10;4863500,00;5003878,91;5254480,16;6473633,57;7523323,64;9181081,75;9962669,09;3515438,95;68191082,52
"231290 SOBRAL";-;7663290,29;8684416,58;10050169,31;10387431,15;10531232,96;10290778,10;10204923,43;12057565,30;13306559,67;11637767,48;11686056,84;4326173,44;120826364,55
"231330 TAUA";-;-;-;-;-;-;-;-;-;-;-;-;103765,41;103765,41
"231340 TIANGUA";-;-;-;-;-;-;-;-;-;-;1990167,48;4858286,17;1957855,39;8806309,04
"240020 ASSU";-;1866097,40;2127359,37;2560944,03;2776013,74;2843786,11;3235936,00;3703247,64;4289086,65;3046275,78;-;-;-;26448746,72
"240200 CAICO";1972,41;4436022,03;4508280,46;5683529,70;6046957,28;6297795,13;6329046,63;6865964,00;7966404,07;8479645,30;10003907,52;10204958,74;3496107,00;80320590,27
"240325 PARNAMIRIM";-;4039293,18;3932223,58;4150950,18;4538739,61;4531039,75;5282862,78;6264790,31;2377609,63;-;-;-;456884,01;35574393,03
"240800 MOSSORO";-;8087930,52;8153727,80;8994341,41;9355505,06;9837651,58;10030108,21;10229693,75;12641730,81;14916800,42;19175608,00;18769870,65;5736657,46;135929625,67
