cod_municipio,municipio,uf_ibge,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
354940,SAO JOAQUIM DA BARRA,35,0.0,0.0,548987.16,2243277.2,2875174.46,2713757.29,2464203.43,2627593.49,2739533.64,3022757.2,3610240.84,1268712.23
354970,SAO JOSE DO RIO PARDO,35,1622372.94,2004477.86,2068624.62,2556539.46,2853001.1,3005762.68,3140945.05,3955490.58,4668834.35,5703990.73,6183073.75,2143028.56
354980,SAO JOSE DO RIO PRETO,35,12502792.58,13509532.44,14821623.6,14697653.64,15098960.73,15727031.58,14631770.33,16203451.7,19094869.82,21307158.74,22269247.42,7614566.81
354990,SAO JOSE DOS CAMPOS,35,7742387.65,8659624.56,10118822.78,10163529.43,10256210.44,10414503.04,8984695.13,11298628.75,12842625.34,14461923.04,15405360.39,5201115.6
355030,SAO PAULO,35,180867255.49,187215012.36,203429366.31,203984564.94,207921445.09,208572716.94,202862718.33,229477261.53,243790094.99,270324227.8,275369317.74,92339861.9
355060,SAO ROQUE,35,2841895.04,2886002.83,3150995.64,4424216.35,1203678.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355070,SAO SEBASTIAO,35,3339642.73,2688910.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355100,SAO VICENTE,35,3581966.82,3276497.21,3475457.02,3048536.13,3049828.77,2769872.27,3051493.87,3948483.2,3645356.6,3682308.58,4218331.45,1310911.13
355150,SERRANA,35,0.0,0.0,0.0,0.0,0.0,2800.0,5000.0,600.0,0.0,0.0,0.0,0.0
355170,SERTAOZINHO,35,4535378.84,4597277.22,5552860.44,5613013.13,6280478.1,5981456.75,5978200.68,6778236.63,5898968.61,8049076.4,8105883.01,2824373.48
355220,SOROCABA,35,10798919.49,10212831.42,10848841.78,10858933.83,10591880.26,10204643.09,10163280.26,20465061.51,24304787.23,28338831.0,29240586.19,10076060.43
355240,SUMARE,35,8008298.63,8780859.85,10276319.8,12792079.11,12730991.61,12711849.37,11791481.31,12677785.0,15824564.79,16306299.06,15434437.17,5187205.68
355250,SUZANO,35,5585186.68,5419471.11,5394281.1,5440516.78,5935576.18,7175562.11,7427012.68,11527341.26,12555959.88,13143625.43,13050470.78,4665122.7
355280,TABOAO DA SERRA,35,9129196.14,9878973.09,10732830.7,10613798.72,10683997.29,12539904.62,12130230.19,13248251.42,16095682.79,17038747.02,16754809.96,5650575.39
355410,TAUBATE,35,9944327.39,10968947.95,12750147.29,13089467.33,12817500.71,13769544.15,13765296.61,15426996.52,15378574.11,16174467.42,16718144.48,5947135.15
355500,TUPA,35,2404657.3,2469652.52,2752300.78,3021863.41,3059658.45,3312044.32,3617921.12,4100614.38,4180232.73,4638653.54,4693995.23,1552544.19
355710,VOTUPORANGA,35,4538116.21,4825063.74,5661307.79,5783506.79,6319689.34,7035429.52,7002301.77,8365786.38,9428165.25,9831753.16,9997469.0,3388349.66
410140,APUCARANA,41,3042730.17,3222123.01,3922568.21,4319296.44,4533142.96,4362740.79,4359824.62,5046392.34,4973824.07,5579882.1,6068397.41,2093227.85
410150,ARAPONGAS,41,2001280.72,1980890.53,2125592.59,2356415.4,2350972.32,2360536.48,2371649.76,2977526.14,3475260.15,3515379.97,4367421.03,1568082.85
410180,ARAUCARIA,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324369.23,3378087.94,4511365.17,5002255.62,1667399.53
410400,CAMPINA GRANDE DO SUL,41,3632076.9,3800620.13,4782111.4,4619680.63,5111476.16,5003536.3,4947791.19,5782821.51,6310545.89,6381097.32,7513441.97,2553534.2
410420,CAMPO LARGO,41,2392964.87,2788866.41,3291900.39,3382698.33,4098596.54,4321815.56,3252986.46,3684990.47,4224249.51,4639584.58,6182063.8,2328389.59
410430,CAMPO MOURAO,41,3497645.26,3560843.79,3774288.98,4395302.23,4757254.51,5371466.55,5819313.84,6621014.65,7061342.67,7195163.5,7515968.96,2776488.07
410480,CASCAVEL,41,4614388.95,4663566.32,5015884.47,5446146.11,5831830.08,5709231.6,5600158.47,6586328.88,6716007.03,4841528.53,77305.22,49653.98
410490,CASTRO,41,1238825.47,1527087.62,2121879.42,2387678.47,2478496.69,2601373.4,2570295.56,2885937.84,1367310.37,1015200.23,3366109.88,1346937.68
410550,CIANORTE,41,2171699.51,2226966.15,2296765.23,2059984.18,2071426.79,2166856.15,2514279.99,2775849.74,3166522.39,3330140.09,3357087.13,864978.36
410580,COLOMBO,41,0.0,0.0,0.0,1795347.2,2595196.28,3363198.57,3311576.13,4134276.78,5159726.17,5560666.42,6204951.58,2093687.34
410590,COLORADO,41,0.0,0.0,0.0,0.0,0.0,0.0,1251898.92,1995356.45,2015915.08,2393586.42,2486782.51,872086.54
410640,CORNELIO PROCOPIO,41,7166360.06,7257842.65,7651662.98,7756694.37,8094650.9,8354414.9,7896248.72,8322818.5,8666976.93,9400786.8,10990998.56,3901317.42
410690,CURITIBA,41,21031176.4,20584978.81,22498926.59,22968124.94,23166803.2,24622802.08,23454482.35,26358969.05,30213580.03,34276864.55,35722675.04,11999446.41
410830,FOZ DO IGUACU,41,6045764.13,6809948.09,7627988.31,8126881.82,8861445.48,9398034.98,9294328.23,11269433.3,12121649.44,12290144.43,12658096.7,4377809.61
410840,FRANCISCO BELTRAO,41,2475149.53,2420777.53,2827391.19,2827575.49,2846377.97,3054471.1,2985777.65,3542839.53,3933844.71,4507312.19,5246289.62,1332768.67
410940,GUARAPUAVA,41,4640336.47,4621080.79,4867529.46,4878825.69,5061751.28,5280036.12,5421351.53,6070832.05,6535371.1,7309938.42,9254329.01,3195269.46
411070,IRATI,41,2136332.05,2066112.63,2280090.88,2463132.16,2424795.38,2487961.07,2618811.29,2921122.4,3216823.54,3712529.06,4519915.67,1465486.01
411150,IVAIPORA,41,3194143.06,3471841.34,3648846.85,3646400.35,3684205.6,3970011.79,4080507.52,4508455.8,4749982.11,4987215.34,5523078.09,1761769.16
411370,LONDRINA,41,11510677.85,10990867.43,12506611.01,12879997.29,14451697.22,16127329.45,16992235.96,18378357.87,19843786.82,21838568.2,22571723.04,7968402.14
411520,MARINGA,41,9430768.89,10192524.42,11030027.74,11548983.26,12327009.03,11997989.62,10977649.09,12531616.51,13967652.79,15270567.89,15921537.87,5384426.07
411580,MEDIANEIRA,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.4
411820,PARANAGUA,41,2223751.5,2663887.13,3049317.59,3085109.39,3190569.35,3120886.89,3052316.06,4235699.01,4942991.98,5189829.22,6007188.49,2244950.89
411840,PARANAVAI,41,5361311.59,5398972.42,5883974.99,5818883.62,6001139.34,6039211.59,6338218.77,7205228.87,7451391.45,8114766.93,9095222.88,2950607.91
411850,PATO BRANCO,41,1981940.23,2041924.23,1833465.04,2233937.4,2376660.15,2358114.47,2598016.95,3365215.79,3803195.64,4432625.45,4503808.08,1119719.01
411990,PONTA GROSSA,41,4430744.91,4229329.18,5024169.78,5089595.79,5073853.0,4953161.9,4565385.82,5478700.54,6847462.13,8105608.05,8601278.9,3089492.03
412240,ROLANDIA,41,0.0,0.0,820019.0,3265213.06,2996000.43,3075002.61,3770974.74,6075426.86,7662244.08,8848288.46,10866684.97,3725247.45
412410,SANTO ANTONIO DA PLATINA,41,3666795.49,3943909.41,4499580.01,4759929.4,5281693.83,5516925.66,5733120.08,6414717.14,6907738.32,7502877.58,8496388.11,2972025.83
412550,SAO JOSE DOS PINHAIS,41,2841691.17,3225299.25,3751132.84,4568035.79,5043155.78,5023360.27,4545297.3,5482018.26,5863332.3,6062887.21,6774229.57,2211876.43
412710,TELEMACO BORBA,41,2236360.6,2005047.21,2042508.62,1985006.15,1960152.51,1860663.12,1599305.37,1430432.04,2557119.51,2750568.07,2714768.33,966083.8
412770,TOLEDO,41,2839370.75,2967002.62,3397825.88,3593485.9,3913045.64,4168759.17,4332429.33,4817099.54,5207748.57,5709892.09,6479377.7,2159225.46
412810,UMUARAMA,41,3590695.55,3816598.97,4497004.98,4873999.57,5224811.4,5005694.18,5215414.37,5745036.18,5967676.19,6193249.92,6760510.45,2424745.33
412820,UNIAO DA VITORIA,41,1226244.66,1151916.91,1513515.03,1714416.15,2109630.67,2304318.43,2324285.09,2582136.57,2638948.02,2808796.86,3307461.06,1074083.16
420140,ARARANGUA,42,1394799.39,1514527.82,1668431.56,1963078.62,1775316.62,1846339.24,1541879.75,1947600.89,2319109.99,2473608.61,2528205.16,944034.67
420200,BALNEARIO CAMBORIU,42,2756519.91,3265821.9,3774921.4,4355234.09,4913405.8,5340733.72,5589870.31,7108789.5,7654363.77,8681891.6,9530018.96,3050286.37
420240,BLUMENAU,42,3360338.28,3638734.58,3789721.57,3911911.09,3969776.86,4489598.94,4627702.96,5305349.88,6164931.28,7486286.45,7562422.33,2595574.35
420290,BRUSQUE,42,1969152.24,1950438.1,2314286.73,2572732.17,2735614.05,2863922.03,3054243.45,3578952.96,4390841.7,4759358.13,5254375.73,1746020.45
420420,CHAPECO,42,4619659.24,4626740.5,5062759.14,4843537.94,4885635.07,5019328.68,4909634.05,5517554.45,5575701.35,6683925.34,6791360.36,2404267.4
420430,CONCORDIA,42,1161035.93,1292763.29,1480454.46,1514689.82,1472757.51,1561416.21,1445963.04,1719602.26,1810865.03,2008232.1,1964739.73,715700.96
420460,CRICIUMA,42,4696877.59,5236116.68,6051390.43,6276866.97,6095528.59,5978801.61,5688543.06,6001459.16,6431304.07,7177303.29,7595263.0,2651635.5
420480,CURITIBANOS,42,1176190.68,1169747.95,1322648.47,1309981.36,1222710.14,1058279.47,1056111.61,1345416.99,1429153.74,1755370.45,2225929.34,869196.11
420540,FLORIANOPOLIS,42,4222847.82,4716757.92,5479020.06,6030842.88,6606642.33,6734334.1,6921879.16,7691014.67,7870875.5,9567661.91,9352318.12,3525149.7
420820,ITAJAI,42,3312196.34,3706982.38,4100466.73,4268491.38,5252596.33,5795499.04,6171167.01,8142321.9,9877232.51,11353175.09,12259104.53,4063765.67
420890,JARAGUA DO SUL,42,2047963.28,2250587.54,2334632.89,2539437.96,2647464.01,2544346.63,2625716.87,2969731.17,3514886.32,4288304.75,4617578.39,1592511.63
420900,JOACABA,42,1807829.04,1794530.1,2209039.82,2249299.15,2228908.63,186736.93,0.0,0.0,0.0,0.0,0.0,0.0
420910,JOINVILLE,42,8748507.81,8999132.94,10155454.55,10707503.55,11020179.72,10641336.83,9564319.67,10871879.69,12859432.23,15021344.02,15652775.81,5364493.89
420930,LAGES,42,2856958.82,3152366.89,3738504.56,3563311.52,4292939.93,4681359.39,4670851.07,5724992.99,6758377.79,7441697.05,7236760.59,2377589.51
421003,LUZERNA,42,0.0,0.0,0.0,0.0,0.0,0.0,1958365.81,2296463.76,2587974.13,3156722.31,3677557.52,1231029.26
421010,MAFRA,42,2824970.56,2842517.45,2903461.08,3130024.54,3047949.62,2845296.22,3041483.91,3319338.31,3404576.94,3637827.59,3582243.66,1301419.3
421480,RIO DO SUL,42,3195585.71,3447144.86,4102225.36,4194888.39,4177419.91,4515355.98,4720446.11,5254109.61,5683205.52,5940091.13,6024954.75,1903830.55
421580,SAO BENTO DO SUL,42,2295953.3,2548780.84,3151122.78,3429541.43,3586237.75,3573017.74,3418424.05,3826147.51,4281429.9,4267739.82,4224971.77,1414822.72
421660,SAO JOSE,42,2285172.9,2378263.98,2368956.51,2147741.37,2177394.17,2296524.12,2387710.54,2754112.7,2965552.67,3148467.55,3339463.61,1286824.56
421720,SAO MIGUEL DO OESTE,42,2754189.95,2809484.98,3170362.76,3250965.3,3186200.35,3386236.89,3444745.89,3859389.41,3965976.94,4331725.78,4300549.33,1362881.55
421820,TIMBO,42,1637279.35,1593095.52,1835496.53,2031309.1,2356120.89,2586746.19,2620388.8,3172947.29,3692805.1,3880677.11,3485326.63,1235666.44
421870,TUBARAO,42,3324787.47,3697454.39,4486912.02,5043616.18,5362168.04,5850780.19,5696254.08,6635094.26,7106818.82,8320135.72,8753382.34,3022545.77
421930,VIDEIRA,42,1736039.4,1616139.27,1895510.85,1964603.79,1853670.87,1782787.9,1745284.16,2216617.32,2608234.12,2775469.41,2568867.55,850038.44
421950,XANXERE,42,1626813.85,1499586.18,1404686.74,1579536.16,1603662.64,1712295.08,1595869.92,1866883.25,2236693.79,2466298.98,2610244.77,795611.71
430040,ALEGRETE,43,1361246.19,1487366.96,1599949.84,1551301.63,1696019.07,1848930.35,1889944.48,1861130.99,1971882.06,1910577.38,2367879.02,868001.69
430060,ALVORADA,43,3030393.11,3358690.4,3963667.23,4230407.7,4139476.94,4075214.45,4107579.88,4610524.58,4828015.61,4969365.6,5028449.56,1809001.61
430160,BAGE,43,2516782.78,2803335.45,3017716.92,2645169.14,2686612.14,2577600.04,2546520.62,2982829.47,3360119.47,3957855.11,4078954.54,1411944.16
430210,BENTO GONCALVES,43,1234525.12,1227676.07,1328242.13,1350260.3,1419839.21,1460315.97,1231053.66,1263836.22,1461284.26,1582031.27,1609637.64,554397.77
430300,CACHOEIRA DO SUL,43,3346247.45,3505324.8,3777709.48,3738519.15,3739032.67,3780160.23,3707622.27,3848984.45,3836959.99,4077689.29,4149935.37,1402135.38
430310,CACHOEIRINHA,43,3844746.2,3881614.93,3894036.26,3739745.54,4427911.48,4573085.46,4596184.21,4650309.56,4383247.15,4644578.94,4751994.54,1570719.27
430350,CAMAQUA,43,1682462.12,1827231.31,2267026.55,2340855.6,2305653.17,2226334.16,2026823.45,2250479.68,2490457.36,2603107.59,2721345.91,973305.76
430390,CAMPO BOM,43,2582618.77,2660118.15,2777346.38,2863896.43,3161899.36,3602523.23,3950026.95,4114756.45,4267175.56,5136453.22,5543264.76,1884038.5
430440,CANELA,43,290946.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430460,CANOAS,43,4233115.43,4231722.83,4408947.19,4329619.66,3243063.9,2305391.41,2923383.03,3185106.71,4856001.02,6458315.19,6350027.71,1953938.73
430470,CARAZINHO,43,1372666.49,1412603.2,1736360.01,1818154.29,1796837.87,1908656.81,2009652.82,2473641.38,2390750.27,2234726.57,1983338.33,197080.24
430510,CAXIAS DO SUL,43,4777898.99,4970871.11,5136853.85,5066415.13,5498458.81,5749831.14,5784528.53,6529403.09,6634475.04,7023166.12,6819676.81,2242757.98
430610,CRUZ ALTA,43,2189390.81,2207713.57,2547313.69,2514619.87,2625548.47,2749466.43,2736627.95,2853788.2,3010548.5,3534303.5,3111106.69,986965.96
430700,ERECHIM,43,1528370.4,1696707.79,1880352.82,1983856.85,1934297.3,1963702.18,2038758.38,2210708.36,2933573.25,3421924.56,3464938.14,1208912.1
430770,ESTEIO,43,2735001.95,2784738.66,2635220.68,2658194.88,2685644.39,2242965.64,955791.16,1099545.5,1270944.38,2449707.87,2954308.5,1141138.47
430780,ESTRELA,43,403102.13,0.0,0.0,0.0,0.0,0.0,0.0,320446.63,2323303.4,2469200.99,2587156.74,824188.97
430850,FREDERICO WESTPHALEN,43,2113737.34,1619228.75,2245259.69,2341598.04,2467656.45,2644241.82,2770572.65,3062015.13,3200404.24,3557205.88,3588910.83,1322483.32
430920,GRAVATAI,43,3677685.28,3888340.27,4097828.35,4081466.77,4211867.95,4317188.8,4189040.15,4978710.45,5063834.51,5489627.15,5592557.95,1935953.02
430930,GUAIBA,43,2040278.57,1677728.31,1347836.52,1962795.09,2510590.15,2580550.71,3294625.89,4075430.69,3570762.95,4213989.45,4404062.22,1467167.95
431020,IJUI,43,2444357.55,2378297.67,2456887.21,2603697.82,2774850.2,3292928.81,3803688.14,4360177.95,4730100.05,4830017.26,4870868.26,1656595.6
431060,ITAQUI,43,490712.06,556364.79,551514.51,607985.56,696578.78,611851.86,686932.25,758974.38,726246.59,668710.47,647218.43,249898.82
431140,LAJEADO,43,2168108.43,2552317.92,2918103.95,3140261.65,3291149.75,3576497.02,3696923.79,4294876.09,3046287.35,3583319.07,3625558.97,1237917.85
431240,MONTENEGRO,43,2391279.85,2413195.81,2880439.0,2942560.27,3035037.65,3228730.34,2997369.83,3401685.52,3950523.09,4189346.83,4302483.91,1439218.23
431330,NOVA PRATA,43,947155.28,921688.69,902743.37,1085425.22,1117131.92,1041038.55,1223790.86,1455971.74,1719012.68,1808268.83,1712542.89,480646.33
431340,NOVO HAMBURGO,43,3391904.92,3704560.61,3976930.38,3884200.8,3717478.45,3763738.85,3471954.47,3738292.96,4313457.99,4575843.35,4732959.33,1519314.91
431350,OSORIO,43,4287405.96,4369962.66,4501664.24,4436008.73,4560642.56,4632262.95,4722752.11,5614546.43,5699993.47,5971887.45,5956393.74,1965318.96
431410,PASSO FUNDO,43,5177313.61,5383383.34,5561597.84,6105710.14,6755859.87,6874696.17,7295996.72,8607589.56,9877365.26,10255673.4,10431083.26,3745068.17
431440,PELOTAS,43,7930042.59,8322724.55,8889572.71,8459791.17,8277256.96,8483220.69,8645284.9,9659607.97,10745594.34,11360418.84,11785434.42,4022337.02
431490,PORTO ALEGRE,43,28405897.6,28788970.86,30444671.92,29860570.42,29722614.81,28548913.91,27161743.23,30963469.66,33767391.51,35157688.45,36282442.15,9196048.33
431560,RIO GRANDE,43,4331997.5,4281980.93,4206756.08,4097537.14,4603155.13,4857605.24,4956261.21,5686630.16,5685310.28,5911281.02,5573911.5,1819917.15
431640,ROSARIO DO SUL,43,1134646.99,1015950.83,1231888.84,1228120.95,1395215.11,1337579.03,1118544.19,1429014.91,1700470.92,1725877.53,1575860.2,573451.05
431680,SANTA CRUZ DO SUL,43,2696725.94,2486656.63,2968587.57,3182875.44,3428657.26,3618998.85,3699297.84,4319351.99,4556546.63,4806498.8,4874209.81,1576272.85
431690,SANTA MARIA,43,5885459.14,6261152.78,6891806.83,7101292.98,7150596.86,7431023.84,7466284.83,8941716.07,9963045.68,10072268.35,9577801.48,3250080.04
431710,SANT'ANA DO LIVRAMENTO,43,1414056.11,1449476.16,1509958.64,1533660.52,1626556.59,1599380.37,1692726.22,1842062.8,2335680.84,2889524.92,2957643.92,1007240.8
431720,SANTA ROSA,43,1926416.32,1908704.82,2112025.43,2486119.44,2394216.22,2579447.86,2974665.21,3296737.85,3821606.15,4304520.71,4185944.73,1295884.65
431740,SANTIAGO,43,598694.8,798110.29,836691.75,832175.6,868287.08,886038.45,921150.61,1311307.89,1427397.46,1659042.73,1511095.1,517619.12
431750,SANTO ANGELO,43,4388078.3,4190508.01,4304433.4,4707231.77,5310161.84,5044737.32,4617967.57,4919139.97,5305091.15,5690700.5,5494847.39,1735923.13
431800,SAO BORJA,43,1259241.49,1337717.69,1447112.01,1559626.79,1664396.29,1760105.87,1649084.41,1744966.31,1670475.73,1702670.47,1742350.45,567966.29
431830,SAO GABRIEL,43,1172183.39,1133117.05,1225254.1,1124503.05,1171080.88,1153652.77,1108714.87,1027166.77,1368046.68,1607192.26,1370652.2,389087.56
431870,SAO LEOPOLDO,43,3052022.94,3014499.19,3187725.76,3237624.29,3318741.87,3227615.64,3285487.33,3834110.86,4082004.87,4409762.84,4185668.86,1379369.79
431880,SAO LOURENCO DO SUL,43,748597.04,807612.29,792851.64,856396.57,805603.53,862841.69,941068.21,878711.23,817727.95,896143.4,967713.15,362489.76
432000,SAPUCAIA DO SUL,43,0.0,0.0,0.0,42717.79,1028745.7,1554244.39,1866080.67,1690442.62,1282873.67,0.0,0.0,0.0
432080,SOLEDADE,43,1118621.94,1145498.46,1269510.53,1291751.7,1181502.63,1183075.01,1222266.82,1489154.87,1459409.82,1613601.35,1679773.32,608034.42
432120,TAQUARA,43,2767927.19,3138511.08,3420535.17,3413655.72,3407722.59,3451512.14,3297952.56,3382601.42,3421371.78,3698367.53,3702985.01,1264384.68
432150,TORRES,43,1409379.98,1645855.73,1826302.87,2147082.48,2851632.76,3507644.27,3845005.87,4143672.9,3951011.66,4225372.68,4121297.83,1420869.29
432190,TRES PASSOS,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,915.0
432240,URUGUAIANA,43,1136171.66,1271773.56,1399481.82,1103977.97,1268712.13,1475265.69,1466643.75,1814733.32,1672004.69,2022412.15,2043287.92,708332.87
432250,VACARIA,43,2168763.58,2353162.36,2602437.97,2421584.79,2507568.07,2693968.57,2554444.45,2831203.16,3100700.69,3410775.9,3435410.15,1087301.65
432260,VENANCIO AIRES,43,1723481.17,1723405.03,1938964.81,2104546.96,2227681.78,2517472.75,2411642.47,2550659.08,2273546.58,2526823.87,2579925.94,818899.66
432300,VIAMAO,43,1946260.41,2035323.01,2297902.58,2569556.43,2566487.59,2461451.13,2522343.13,2698824.99,3055118.34,3281054.33,3296742.06,666703.17
500110,AQUIDAUANA,50,2053193.88,2339188.17,2723926.24,2773524.38,2881582.23,2902681.77,2928384.67,3415828.85,3556797.0,3775086.28,3773872.84,1218922.38
500190,BATAGUASSU,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582220.75,822489.27,355149.7
500270,CAMPO GRANDE,50,20995008.69,20823070.61,22817024.11,23396404.21,24325725.41,26239998.22,25721143.83,29410167.26,34492141.87,38664673.15,39471862.03,9732334.56
500320,CORUMBA,50,1934081.62,2031296.45,2451625.94,2974853.25,3278692.41,3598465.94,3797295.48,4312785.01,4307257.39,4648529.04,5024416.75,1802286.14
500325,COSTA RICA,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136704.3,961604.51,1289171.04,1651820.7,616647.39
500330,COXIM,50,0.0,0.0,1227824.28,1472118.16,1568633.45,1672246.18,1714967.23,2009057.27,2461195.8,2677213.1,2637401.51,865477.84
500370,DOURADOS,50,4431058.39,5049398.36,5638303.14,6826885.34,6582191.55,6443046.58,6336340.19,7396104.21,7684841.0,7995130.28,7542676.57,2599389.83
500630,PARANAIBA,50,1847232.78,1900593.71,2235364.21,2401933.53,2516808.52,2363834.23,2567277.33,2700813.78,2696083.35,2725260.72,2649309.17,883175.37
500660,PONTA PORA,50,3281709.08,3193220.14,3415706.17,3485882.86,3870965.14,3862011.21,3571542.96,3916652.48,3962799.51,4201074.19,4569508.54,1571859.64
500830,TRES LAGOAS,50,1619436.84,1909575.23,1919554.49,1897926.61,2210867.45,2375812.42,2342257.63,2648560.3,2974254.77,3426911.84,3355957.25,1044680.99
510180,BARRA DO GARCAS,51,2664031.89,2737462.71,3110205.02,3551908.46,3983946.58,3742700.43,3237785.04,4073668.21,4706044.27,5543637.75,5688101.37,1489142.1
510250,CACERES,51,5146002.28,5192079.56,6059707.74,6105848.61,6382963.57,6403477.61,6325686.33,7602800.44,8225111.1,8454127.44,8727818.49,3048369.59
510340,CUIABA,51,15871684.66,15945037.73,17433412.22,18145994.31,19246662.97,19068946.41,19360794.29,22826939.39,24525150.03,26699785.42,27436542.52,9351611.5
510410,GUARANTA DO NORTE,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,400.0
510704,PRIMAVERA DO LESTE,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520383.03,2326440.32,2480493.24,2759498.99,892052.82
510760,RONDONOPOLIS,51,7542520.4,8011396.76,8743869.18,7887979.46,7367222.78,7658434.46,8068221.21,9877710.08,10045586.45,11345744.48,12596148.22,4602768.32
510790,SINOP,51,4229568.4,4662405.81,5249060.96,5706021.05,6618364.97,7781964.48,7476332.81,8187354.44,9450384.06,10459458.02,9671871.35,2891063.93
510792,SORRISO,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8588.08,2729.36
510795,TANGARA DA SERRA,51,3677271.03,3940954.98,4727860.16,4936340.98,4617910.52,4762066.07,4640822.43,5391257.18,5386291.47,5551073.94,5512782.9,1919788.43
510840,VARZEA GRANDE,51,2992603.39,3605525.27,4403313.85,5315743.6,5825078.04,6042100.82,6140985.95,7106745.44,7639747.45,9151056.06,10021858.09,3491998.52
520025,AGUAS LINDAS DE GOIAS,52,3231269.15,4153858.83,5436733.58,5208503.47,4870841.35,4385111.52,3801776.57,5618680.86,6245221.46,6270435.54,7059905.11,1711401.58
520110,ANAPOLIS,52,7241355.85,7349792.5,8369456.62,9011391.85,9344293.55,9093197.59,8318479.08,8886486.14,8777806.17,9078532.56,9455976.25,3004755.18
520140,APARECIDA DE GOIANIA,52,8274955.32,9132719.21,11584087.64,13307693.52,13868467.81,14083768.49,13816860.22,15378014.53,16643233.55,19466334.63,19632554.47,4843585.12
520450,CALDAS NOVAS,52,1260180.95,1454029.89,1453970.48,2494077.69,3520959.06,3538611.08,3505614.63,4062034.27,4323667.41,4388873.47,4282915.03,1434823.6
520510,CATALAO,52,3425779.16,3315570.78,3948874.98,3913283.85,4124967.82,4129525.83,3741199.19,4466337.67,4969760.61,5706754.44,5791537.53,1841078.09
520540,CERES,52,3656538.79,3453038.08,3839604.69,3985083.6,3928687.98,4035548.86,4176830.39,4715785.21,4707662.59,4627271.11,4711155.46,1588857.5
520800,FORMOSA,52,3490446.09,3514569.4,3654856.52,3731022.2,3792277.04,4061668.46,3106213.03,1409176.53,23198.4,42841.6,32212.8,2118.4
520860,GOIANESIA,52,4061392.02,3917961.08,4403749.64,4447992.83,4387631.52,4499389.02,4410644.38,4884153.93,3857363.08,4140911.56,4083334.51,1313415.19
520870,GOIANIA,52,41275873.16,40454259.02,42097359.45,41581175.99,42039115.03,40571900.25,37976418.52,41656229.73,45121304.79,48912299.62,51004665.66,16450453.02
521020,IPORA,52,1888152.25,2096295.99,2465276.49,2347865.14,2403342.74,2410067.05,2654383.86,3124426.63,3355207.68,3851549.02,3857980.25,1297222.58
521150,ITUMBIARA,52,2021048.28,2123652.58,2309982.23,2423525.78,2459127.91,2771733.18,2788883.32,3147727.71,3605793.12,4164178.84,3849692.81,1506576.66
521190,JATAI,52,3284110.41,3500322.15,4122116.91,4320034.27,4290648.36,4743555.11,4390561.01,5174072.06,5662302.17,6403757.58,5602004.72,1611334.68
521250,LUZIANIA,52,2464197.15,2433184.78,2575453.28,2516097.39,2678019.19,2993958.83,2979724.67,3447737.4,4655978.3,5257162.6,4855594.83,1962465.2
521310,MINEIROS,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4036.8,174042.96
521800,PORANGATU,52,3795148.9,4365444.8,4548157.32,4539637.7,4736106.03,4782293.09,4298684.29,4107997.07,4658951.64,5010436.41,5010994.88,1681519.13
521880,RIO VERDE,52,5911692.8,5720585.62,6507750.78,7167166.18,7568337.96,7177746.66,6903947.52,8122505.52,9318023.89,10133811.27,10150049.83,3404408.84
522010,SAO LUIS DE MONTES BELOS,52,0.0,937751.06,1770929.35,1547792.5,1748284.1,1737665.27,1704287.68,2113680.28,2444131.81,2802814.67,2859428.66,959613.27
522160,URUACU,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500070.61,2056753.62,2076408.2,2367381.12,810217.3
522185,VALPARAISO DE GOIAS,52,4630210.62,4796321.2,5152647.05,5094979.13,5749418.84,6659239.84,6816008.24,8202822.24,8954828.24,9084955.66,9420366.44,3261340.12
530010,BRASILIA,53,25649535.16,25196754.25,26731089.94,28807135.54,35617735.27,35954106.06,35465721.61,37540951.84,41769607.8,43747767.03,43382189.7,15770156.7
