cod_municipio,municipio,uf_ibge,2015,2016,2017,2018,2019,2020,2021,2022,2023
520140,APARECIDA DE GOIANIA,52,45661.0,50369.0,59363.0,68043.0,70738.0,71994.0,71074.0,70525.0,72003.0
520450,CALDAS NOVAS,52,7047.0,8107.0,7486.0,12817.0,17870.0,18096.0,19024.0,19606.0,18671.0
520510,CATALAO,52,19042.0,18462.0,20302.0,20070.0,21172.0,21310.0,19343.0,20417.0,21728.0
520540,CERES,52,20346.0,19128.0,19660.0,20338.0,20079.0,20663.0,21442.0,21659.0,20580.0
520800,FORMOSA,52,18807.0,17675.0,18241.0,19044.0,19447.0,21032.0,16107.0,6530.0,27.0
520860,GOIANESIA,52,22628.0,21737.0,22517.0,22824.0,22572.0,23460.0,23005.0,22755.0,16849.0
520870,GOIANIA,52,225712.0,218599.0,212552.0,209989.0,212002.0,206316.0,193428.0,189014.0,195383.0
521020,IPORA,52,10579.0,11717.0,12712.0,12091.0,12349.0,12404.0,13677.0,14356.0,14711.0
521150,ITUMBIARA,52,11187.0,11683.0,11823.0,12377.0,12493.0,14114.0,14158.0,14349.0,15720.0
521190,JATAI,52,17936.0,18965.0,20781.0,21850.0,21852.0,24407.0,22649.0,23595.0,24521.0
521250,LUZIANIA,52,13668.0,13478.0,13160.0,12860.0,13693.0,15314.0,15264.0,15763.0,20066.0
521310,MINEIROS,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521800,PORANGATU,52,21090.0,23952.0,23011.0,22994.0,23978.0,24650.0,21978.0,18726.0,20256.0
521880,RIO VERDE,52,32758.0,31958.0,33426.0,36573.0,38451.0,36526.0,35139.0,37167.0,40881.0
522010,SAO LUIS DE MONTES BELOS,52,0.0,5116.0,8971.0,7851.0,8860.0,8791.0,8736.0,9680.0,10688.0
522160,URUACU,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.0,8936.0
522185,VALPARAISO DE GOIAS,52,25720.0,26479.0,26279.0,26051.0,29300.0,33969.0,34820.0,37419.0,38918.0
530010,BRASILIA,53,142197.0,138846.0,135989.0,146572.0,180693.0,184630.0,182130.0,172027.0,183138.0
