cod_municipio,municipio,uf_ibge,2015,2016,2017,2018,2019,2020,2021,2022,2023,valor_2015_2023,media_pre_pandemia,media_pandemia,media_pos_pandemia,crescimento_pos_vs_pre_pct,participacao_nacional_pct,ranking_valor
350330,ARARAS,35,1785203.15,1956221.47,2275798.87,2377671.28,2461265.24,2646562.6,2812675.7,3198578.9,3425010.47,22938987.679999996,2171232.002,2729619.1500000004,3311794.685,52.53066839238676,0.08093632115978995,356
351907,HORTOLANDIA,35,0.0,0.0,0.0,0.0,3164467.72,4514789.91,4258786.68,4990948.38,5856377.3,22785369.990000002,632893.544,4386788.295,5423662.84,756.9628954849949,0.08039430723715706,357
521020,IPORA,52,1888152.25,2096295.99,2465276.49,2347865.14,2403342.74,2410067.05,2654383.86,3124426.63,3355207.68,22745017.83,2240186.5220000003,2532225.455,3239817.1550000003,44.62265187219976,0.08025193149561118,358
411070,IRATI,41,2136332.05,2066112.63,2280090.88,2463132.16,2424795.38,2487961.07,2618811.29,2921122.4,3216823.54,22615181.399999995,2274092.6199999996,2553386.1799999997,3068972.9699999997,34.953736844720076,0.07979382570893416,359
411850,PATO BRANCO,41,1981940.23,2041924.23,1833465.04,2233937.4,2376660.15,2358114.47,2598016.95,3365215.79,3803195.64,22592469.900000002,2093585.4100000001,2478065.71,3584205.715,71.19940260760605,0.07971369203940773,360
430850,FREDERICO WESTPHALEN,43,2113737.34,1619228.75,2245259.69,2341598.04,2467656.45,2644241.82,2770572.65,3062015.13,3200404.24,22464714.11,2157496.054,2707407.235,3131209.685,45.13165292676824,0.07926292743751215,361
291470,ITABERABA,29,0.0,36929.36,84987.64,67634.66,420618.01,4674960.0,5037163.45,6024956.38,6036007.8,22383257.3,122033.93400000001,4856061.725,6030482.09,4841.643600541469,0.07897552092128825,362
432300,VIAMAO,43,1946260.41,2035323.01,2297902.58,2569556.43,2566487.59,2461451.13,2522343.13,2698824.99,3055118.34,22153267.609999996,2283106.0039999997,2491897.13,2876971.665,26.011304773389774,0.07816404137071023,363
350160,AMERICANA,35,2703973.49,2519586.71,2449144.11,2380616.2,2307083.89,2301032.56,2315747.93,2428682.17,2728747.84,22134614.900000002,2472080.8800000004,2308390.245,2578715.005,4.313537063560791,0.07809822845219264,364
410150,ARAPONGAS,41,2001280.72,1980890.53,2125592.59,2356415.4,2350972.32,2360536.48,2371649.76,2977526.14,3475260.15,22000124.09,2163030.312,2366093.12,3226393.145,49.160792019450916,0.07762370047637046,365
314710,PARA DE MINAS,31,1955088.97,2006456.77,2196596.83,2210191.91,2277318.14,2350955.58,2446038.14,3131785.09,3418359.96,21992791.39,2129130.524,2398496.8600000003,3275072.525,53.82206436302069,0.07759782829009756,366
421660,SAO JOSE,42,2285172.9,2378263.98,2368956.51,2147741.37,2177394.17,2296524.12,2387710.54,2754112.7,2965552.67,21761428.96,2271505.786,2342117.33,2859832.685,25.900303782012912,0.07678150525963028,367
210005,ACAILANDIA,21,0.0,0.0,0.0,2267978.54,3180929.9,3449876.73,3628632.24,4396417.44,4835803.63,21759638.48,1089781.6879999998,3539254.4850000003,4616110.535,323.5812168464332,0.07677518785511654,368
421820,TIMBO,42,1637279.35,1593095.52,1835496.53,2031309.1,2356120.89,2586746.19,2620388.8,3172947.29,3692805.1,21526188.77,1890660.2780000002,2603567.495,3432876.1950000003,81.57022892718753,0.07595150021175581,369
410550,CIANORTE,41,2171699.51,2226966.15,2296765.23,2059984.18,2071426.79,2166856.15,2514279.99,2775849.74,3166522.39,21450350.130000003,2165368.372,2340568.0700000003,2971186.0650000004,37.213884871502145,0.0756839164539637,370
241120,SANTA CRUZ,24,0.0,0.0,0.0,2154641.49,2731227.52,3345841.22,3610444.0,4375313.08,5039600.89,21257068.2,977173.8019999999,3478142.6100000003,4707456.984999999,381.74203763600286,0.07500195399864125,371
330580,TERESOPOLIS,33,0.0,0.0,0.0,185351.33,3405162.04,4131530.93,4131999.6,4625117.95,4762821.21,21241983.060000002,718102.674,4131765.265,4693969.58,553.6627351425236,0.07494872864481081,372
500630,PARANAIBA,50,1847232.78,1900593.71,2235364.21,2401933.53,2516808.52,2363834.23,2567277.33,2700813.78,2696083.35,21229941.44,2180386.55,2465555.7800000003,2698448.565,23.760099556658897,0.07490624183426799,373
291070,EUCLIDES DA CUNHA,29,0.0,0.0,0.0,0.0,418004.38,2797896.24,4296435.93,6075698.47,7633179.7,21221214.72,83600.876,3547166.085,6854439.085,8099.003901585911,0.07487545108524084,374
261070,PAULISTA,26,0.0,0.0,0.0,0.0,0.0,73226.03,4450691.62,7896449.98,8516780.03,20937147.66,0.0,2261958.825,8206615.005,,0.073873168721267,375
315120,PIRAPORA,31,1886778.75,2019262.63,2433851.47,2443213.25,2362152.26,2457086.44,2487824.9,2372358.03,2457896.27,20920424.0,2229051.672,2472455.67,2415127.15,8.347741792501617,0.07381416212796789,376
311530,CATAGUASES,31,1963748.94,2025710.95,2169193.43,2333684.07,2379034.28,2278797.65,2245295.64,2605212.53,2824409.99,20825087.480000004,2174274.334,2262046.645,2714811.26,24.86056692788978,0.07347778341289041,377
291640,ITAPETINGA,29,0.0,0.0,1200.0,7200.0,359450.27,4423462.06,4762717.91,5252420.54,5844527.7,20650978.48,73570.054,4593089.984999999,5548474.12,7441.756215103498,0.07286346938398074,378
410580,COLOMBO,41,0.0,0.0,0.0,1795347.2,2595196.28,3363198.57,3311576.13,4134276.78,5159726.17,20359321.13,878108.6959999999,3337387.3499999996,4647001.475,429.20572318304437,0.07183440597117831,379
350010,ADAMANTINA,35,1763731.21,1876426.62,2201138.73,2258430.97,2306603.34,2343970.98,2316296.19,2431993.55,2461664.86,19960256.45,2081266.174,2330133.585,2446829.205,17.564453579592932,0.07042637404079939,380
500830,TRES LAGOAS,50,1619436.84,1909575.23,1919554.49,1897926.61,2210867.45,2375812.42,2342257.63,2648560.3,2974254.77,19898245.740000002,1911472.1240000003,2359035.025,2811407.535,47.08074994663116,0.07020757978492723,381
312710,FRUTAL,31,1188880.35,1407348.27,1909307.2,2050521.36,2035390.44,2033364.78,2478060.45,3086125.07,3563204.24,19752202.160000004,1718289.5240000002,2255712.615,3324664.6550000003,93.48687218091891,0.06969228982274153,382
352044,ILHA SOLTEIRA,35,2288204.34,2232659.93,2135692.75,2109208.73,2202239.73,2288002.07,2037732.93,2111326.5,2232817.42,19637884.4,2193601.096,2162867.5,2172071.96,-0.9814517342855988,0.069288939026852,383
432260,VENANCIO AIRES,43,1723481.17,1723405.03,1938964.81,2104546.96,2227681.78,2517472.75,2411642.47,2550659.08,2273546.58,19471400.630000003,1943615.95,2464557.6100000003,2412102.83,24.103881222007885,0.06870152932662532,384
430350,CAMAQUA,43,1682462.12,1827231.31,2267026.55,2340855.6,2305653.17,2226334.16,2026823.45,2250479.68,2490457.36,19417323.4,2084645.75,2126578.805,2370468.52,13.71085566936252,0.06851072700719567,385
410490,CASTRO,41,1238825.47,1527087.62,2121879.42,2387678.47,2478496.69,2601373.4,2570295.56,2885937.84,1367310.37,19178884.84,1950793.534,2585834.48,2126624.105,9.013284488362473,0.06766943705411446,386
430770,ESTEIO,43,2735001.95,2784738.66,2635220.68,2658194.88,2685644.39,2242965.64,955791.16,1099545.5,1270944.38,19068047.240000002,2699760.1120000007,1599378.4000000001,1185244.94,-56.09813869270176,0.06727836541157631,387
430700,ERECHIM,43,1528370.4,1696707.79,1880352.82,1983856.85,1934297.3,1963702.18,2038758.38,2210708.36,2933573.25,18170327.33,1804717.0320000001,2001230.2799999998,2572140.8049999997,42.52321884221013,0.06411091321355943,388
412710,TELEMACO BORBA,41,2236360.6,2005047.21,2042508.62,1985006.15,1960152.51,1860663.12,1599305.37,1430432.04,2557119.51,17676595.130000003,2045815.018,1729984.245,1993775.775,-2.543692491360916,0.06236886302095348,389
412820,UNIAO DA VITORIA,41,1226244.66,1151916.91,1513515.03,1714416.15,2109630.67,2304318.43,2324285.09,2582136.57,2638948.02,17565411.53,1543144.684,2314301.76,2610542.295,69.17028727553844,0.06197657057619369,390
250370,CAJAZEIRAS,25,0.0,0.0,0.0,400780.95,2683200.7,2909908.35,3274180.04,3940788.06,4274858.09,17483716.189999998,616796.3300000001,3092044.1950000003,4107823.075,565.9934366016737,0.06168832244738619,391
421930,VIDEIRA,42,1736039.4,1616139.27,1895510.85,1964603.79,1853670.87,1782787.9,1745284.16,2216617.32,2608234.12,17418887.68,1813192.836,1764036.0299999998,2412425.7199999997,33.048491704938534,0.06145958606290113,392
330620,VASSOURAS,33,1529572.02,1563547.58,1672259.58,1731442.53,1879558.52,1915901.89,2003849.18,2305000.91,2387779.71,16988911.92,1675276.046,1959875.535,2346390.31,40.05992120536772,0.05994248963790821,393
430470,CARAZINHO,43,1372666.49,1412603.2,1736360.01,1818154.29,1796837.87,1908656.81,2009652.82,2473641.38,2390750.27,16919323.14,1627324.372,1959154.815,2432195.825,49.459804501717386,0.05969695744940153,394
210860,PINHEIRO,21,0.0,0.0,0.0,0.0,0.0,20715.2,3611327.97,6087988.02,7164498.34,16884529.53,0.0,1816021.5850000002,6626243.18,,0.059574194107245695,395
354940,SAO JOAQUIM DA BARRA,35,0.0,0.0,548987.16,2243277.2,2875174.46,2713757.29,2464203.43,2627593.49,2739533.64,16212526.670000002,1133487.764,2588980.3600000003,2683563.5650000004,136.75275995304,0.05720314617540177,396
420140,ARARANGUA,42,1394799.39,1514527.82,1668431.56,1963078.62,1775316.62,1846339.24,1541879.75,1947600.89,2319109.99,15971083.88,1663230.802,1694109.495,2133355.44,28.26574865224267,0.056351256307123336,397
351340,CRUZEIRO,35,1638297.58,1591681.33,1654812.58,1827927.99,1956408.06,2023507.85,1838541.9,2044574.09,841826.86,15417578.24,1733825.5080000001,1931024.875,1443200.475,-16.762069288924085,0.05439830568577338,398
430040,ALEGRETE,43,1361246.19,1487366.96,1599949.84,1551301.63,1696019.07,1848930.35,1889944.48,1861130.99,1971882.06,15267771.570000002,1539176.7380000001,1869437.415,1916506.525,24.515039610740263,0.0538697382997954,399
421950,XANXERE,42,1626813.85,1499586.18,1404686.74,1579536.16,1603662.64,1712295.08,1595869.92,1866883.25,2236693.79,15126027.61,1542857.114,1654082.5,2051788.52,32.98629545029923,0.05336961881636139,400
431710,SANT'ANA DO LIVRAMENTO,43,1414056.11,1449476.16,1509958.64,1533660.52,1626556.59,1599380.37,1692726.22,1842062.8,2335680.84,15003558.250000002,1506741.6039999998,1646053.295,2088871.8199999998,38.63503964147525,0.05293750648466351,401
330420,RESENDE,33,1151040.48,1323723.11,1512460.23,1785708.67,1628580.91,1685127.55,1689390.15,1742834.04,2356127.83,14874992.97,1480302.6800000002,1687258.85,2049480.935,38.4501266322101,0.05248388573481888,402
250630,GUARABIRA,25,0.0,0.0,0.0,246561.6,1970684.77,2378939.26,2725866.08,3325756.75,3945816.12,14593624.580000002,443449.27400000003,2552402.67,3635786.435,719.8877860830594,0.0514911251694907,403
355060,SAO ROQUE,35,2841895.04,2886002.83,3150995.64,4424216.35,1203678.56,0.0,0.0,0.0,0.0,14506788.42,2901357.684,0.0,0.0,-100.0,0.05118473853063432,404
351630,FRANCISCO MORATO,35,0.0,0.0,0.0,0.0,0.0,0.0,3406383.36,4709892.12,6247130.66,14363406.14,0.0,1703191.68,5478511.390000001,,0.05067883851339769,405
150170,BRAGANCA,15,1461733.27,1458617.64,1556253.17,1545828.11,1561614.43,1571580.04,1548744.71,1770639.64,1866350.92,14341361.930000002,1516809.324,1560162.375,1818495.2799999998,19.8895109112607,0.050601059263277195,406
431800,SAO BORJA,43,1259241.49,1337717.69,1447112.01,1559626.79,1664396.29,1760105.87,1649084.41,1744966.31,1670475.73,14092726.590000002,1453618.8539999998,1704595.1400000001,1707721.02,17.48065975484383,0.04972379170419223,407
522010,SAO LUIS DE MONTES BELOS,52,0.0,937751.06,1770929.35,1547792.5,1748284.1,1737665.27,1704287.68,2113680.28,2444131.81,14004522.049999999,1200951.402,1720976.475,2278906.045,89.75838999020544,0.04941257696896588,408
352340,ITATIBA,35,0.0,0.0,0.0,1523586.21,2209558.01,2296240.65,2344370.39,2582011.61,2710910.82,13666677.69,746628.8439999999,2320305.52,2646461.215,254.45472489675205,0.04822055053761537,409
420430,CONCORDIA,42,1161035.93,1292763.29,1480454.46,1514689.82,1472757.51,1561416.21,1445963.04,1719602.26,1810865.03,13459547.549999997,1384340.202,1503689.625,1765233.645,27.514439185520366,0.04748972702583813,410
351500,EMBU DAS ARTES,35,0.0,0.0,0.0,0.0,0.0,0.0,1657430.13,4832992.55,6433364.84,12923787.52,0.0,828715.065,5633178.695,,0.0455993887747537,411
220190,BOM JESUS,22,636282.36,968929.34,1111552.84,1327426.44,1543736.27,1452310.98,1515804.59,1934137.21,2382292.59,12872472.620000001,1117585.45,1484057.7850000001,2158214.9,93.11408358081255,0.04541833286746519,412
432240,URUGUAIANA,43,1136171.66,1271773.56,1399481.82,1103977.97,1268712.13,1475265.69,1466643.75,1814733.32,1672004.69,12608764.59,1236023.4279999998,1470954.72,1743369.005,41.04659875427541,0.04448788388225977,413
314700,PARACATU,31,1166083.28,1287612.3,1268506.93,1403630.18,1325056.5,1249636.95,1351154.42,1588129.75,1636234.07,12276044.379999999,1290177.838,1300395.685,1612181.9100000001,24.958115270307424,0.043313937143695025,414
500330,COXIM,50,0.0,0.0,1227824.28,1472118.16,1568633.45,1672246.18,1714967.23,2009057.27,2461195.8,12126042.369999997,853715.178,1693606.705,2235126.535,161.81173681792035,0.042784680533711344,415
430210,BENTO GONCALVES,43,1234525.12,1227676.07,1328242.13,1350260.3,1419839.21,1460315.97,1231053.66,1263836.22,1461284.26,11977032.94,1312108.566,1345684.815,1362560.24,3.845083806883687,0.04225892607363846,416
431640,ROSARIO DO SUL,43,1134646.99,1015950.83,1231888.84,1228120.95,1395215.11,1337579.03,1118544.19,1429014.91,1700470.92,11591431.770000001,1201164.5440000002,1228061.6099999999,1564742.915,30.268823103056874,0.04089839785111706,417
432080,SOLEDADE,43,1118621.94,1145498.46,1269510.53,1291751.7,1181502.63,1183075.01,1222266.82,1489154.87,1459409.82,11360791.780000001,1201377.052,1202670.915,1474282.3450000002,22.7160401096125,0.040084623827461856,418
420480,CURITIBANOS,42,1176190.68,1169747.95,1322648.47,1309981.36,1222710.14,1058279.47,1056111.61,1345416.99,1429153.74,11090240.41,1240255.72,1057195.54,1387285.365,11.854784672954377,0.039130029279611206,419
431830,SAO GABRIEL,43,1172183.39,1133117.05,1225254.1,1124503.05,1171080.88,1153652.77,1108714.87,1027166.77,1368046.68,10483719.56,1165227.694,1131183.82,1197606.725,2.7787728670307654,0.03699002349598594,420
420900,JOACABA,42,1807829.04,1794530.1,2209039.82,2249299.15,2228908.63,186736.93,0.0,0.0,0.0,10476343.669999998,2057921.3479999998,93368.465,0.0,-100.0,0.03696399892113515,421
431330,NOVA PRATA,43,947155.28,921688.69,902743.37,1085425.22,1117131.92,1041038.55,1223790.86,1455971.74,1719012.68,10413958.309999999,994828.896,1132414.705,1587492.21,59.574396801598326,0.03674388277638342,422
320230,GUACUI,32,0.0,0.0,0.0,0.0,135556.6,1679683.44,2012880.8,2948619.43,2983923.7,9760663.969999999,27111.32,1846282.12,2966271.5650000004,10841.081308471887,0.03443884467916112,423
120020,CRUZEIRO DO SUL,12,0.0,67496.01,958473.42,936247.27,998204.34,1056234.93,1217713.95,1710386.1,2181763.57,9126519.59,592084.208,1136974.44,1946074.835,228.68210445497982,0.03220137396260874,424
431740,SANTIAGO,43,598694.8,798110.29,836691.75,832175.6,868287.08,886038.45,921150.61,1311307.89,1427397.46,8479853.93,786791.904,903594.53,1369352.6749999998,74.04254772301265,0.02991972403668805,425
330040,BARRA MANSA,33,1699094.43,1687314.36,1912671.94,1807929.2,748715.3,0.0,1364.68,682.34,12282.12,7870054.37,1571145.046,682.34,6482.2300000000005,-99.58742001468909,0.02776814988181416,426
431880,SAO LOURENCO DO SUL,43,748597.04,807612.29,792851.64,856396.57,805603.53,862841.69,941068.21,878711.23,817727.95,7511410.149999999,802212.214,901954.95,848219.59,5.735063016629649,0.0265027346779283,427
432000,SAPUCAIA DO SUL,43,0.0,0.0,0.0,42717.79,1028745.7,1554244.39,1866080.67,1690442.62,1282873.67,7465104.84,214292.698,1710162.5299999998,1486658.145,593.7511911861784,0.026339354257926977,428
210320,CHAPADINHA,21,0.0,0.0,0.0,0.0,0.0,23886.6,1559408.31,1882407.8,3970211.51,7435914.22,0.0,791647.4550000001,2926309.655,,0.026236360114151692,429
421003,LUZERNA,42,0.0,0.0,0.0,0.0,0.0,0.0,1958365.81,2296463.76,2587974.13,6842803.7,0.0,979182.905,2442218.945,,0.02414367040178815,430
280350,LAGARTO,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591122.79,4210056.7,6801179.49,0.0,0.0,3400589.745,,0.02399680644791281,431
316870,TIMOTEO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211101.97,3908545.14,6119647.11,0.0,0.0,3059823.555,,0.02159213522362119,432
355070,SAO SEBASTIAO,35,3339642.73,2688910.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6028552.98,1205710.5960000001,0.0,0.0,-100.0,0.02127072506096262,433
150553,PARAUAPEBAS,15,0.0,0.0,11000.0,3600.0,9600.0,3000.0,1699563.2,2103616.96,1989273.32,5819653.48,4840.0,851281.6,2046445.1400000001,42181.92438016529,0.020533658663003794,434
410180,ARAUCARIA,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324369.23,3378087.94,5702457.17,0.0,0.0,2851228.585,,0.02012015139244658,435
431060,ITAQUI,43,490712.06,556364.79,551514.51,607985.56,696578.78,611851.86,686932.25,758974.38,726246.59,5687160.78,580631.14,649392.0549999999,742610.485,27.89711640336754,0.020066180678878224,436
410590,COLORADO,41,0.0,0.0,0.0,0.0,0.0,0.0,1251898.92,1995356.45,2015915.08,5263170.45,0.0,625949.46,2005635.7650000001,,0.01857020282683705,437
292860,SANTO AMARO,29,0.0,0.0,0.0,0.0,0.0,2400.0,27141.06,35635.94,4614500.48,4679677.48,0.0,14770.53,2325068.2100000004,,0.01651144700582169,438
261390,SERRA TALHADA,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542399.21,3996944.08,4539343.29,0.0,0.0,2269671.645,,0.01601630165634134,439
292880,SANTO ESTEVAO,29,0.0,0.0,0.0,0.0,0.0,0.0,15411.7,278898.64,3079166.62,3373476.96,0.0,7705.85,1679032.6300000001,,0.011902740367996567,440
352250,ITAPEVI,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3373040.5,3373040.5,0.0,0.0,1686520.25,,0.011901200393032274,441
353930,PIRASSUNUNGA,35,0.0,0.0,0.0,0.0,0.0,0.0,177887.2,1309678.78,1747778.06,3235344.04,0.0,88943.6,1528728.42,,0.011415361825760062,442
430780,ESTRELA,43,403102.13,0.0,0.0,0.0,0.0,0.0,0.0,320446.63,2323303.4,3046852.16,80620.426,0.0,1321875.015,1539.6279213409266,0.010750300248130208,443
510704,PRIMAVERA DO LESTE,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520383.03,2326440.32,2846823.3499999996,0.0,0.0,1423411.6749999998,,0.010044532572885933,444
314180,MINAS NOVAS,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269224.93,2288246.12,2557471.0500000003,0.0,0.0,1278735.5250000001,,0.009023602137427247,445
522160,URUACU,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500070.61,2056753.62,2556824.23,0.0,0.0,1278412.115,,0.009021319942938854,446
354130,PRESIDENTE EPITACIO,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307708.59,1923938.42,2231647.01,0.0,0.0,1115823.505,,0.007873987363187989,447
330360,PARACAMBI,33,2052030.45,167321.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219351.62,443870.324,0.0,0.0,-100.0,0.007830605168310556,448
221060,SAO RAIMUNDO NONATO,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878542.86,1878542.86,0.0,0.0,939271.43,,0.006628119355151524,449
210910,PRESIDENTE DUTRA,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,1735018.19,1737458.19,0.0,0.0,868729.095,,0.0061303260644825185,450
150180,BREVES,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552751.18,1030066.51,1582817.69,0.0,0.0,791408.845,,0.005584703330519286,451
314560,OLIVEIRA,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154124.75,1154124.75,0.0,0.0,577062.375,,0.004072133117971242,452
500325,COSTA RICA,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136704.3,961604.51,1098308.81,0.0,0.0,549154.405,,0.0038751960556781965,453
352940,MAUA,35,546693.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546693.08,109338.616,0.0,0.0,-100.0,0.0019289136607058305,454
353390,OLIMPIA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437331.98,437331.98,0.0,0.0,218665.99,,0.0015430515975902402,455
430440,CANELA,43,290946.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290946.58,58189.316000000006,0.0,0.0,-100.0,0.0010265555816028288,456
314520,NOVA SERRANA,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,175637.82,178037.82,0.0,0.0,89018.91,,0.0006281762028527702,457
351350,CUBATAO,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110846.2,110846.2,0.0,0.0,55423.1,,0.00039110198617719956,458
290390,BOM JESUS DA LAPA,29,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,38911.4,19003.96,65115.36,0.0,3600.0,28957.68,,0.000229748485980064,459
350170,AMERICO BRASILIENSE,35,1200.0,3800.0,4800.0,6000.0,5400.0,2400.0,2400.0,10555.2,14606.4,51161.6,4240.0,2400.0,12580.8,196.7169811320755,0.00018051501428107964,460
292530,PORTO SEGURO,29,0.0,0.0,6000.0,3000.0,4800.0,0.0,0.0,0.0,0.0,13800.0,2760.0,0.0,0.0,-100.0,4.869095565969202e-05,461
355150,SERRANA,35,0.0,0.0,0.0,0.0,0.0,2800.0,5000.0,600.0,0.0,8400.0,0.0,3900.0,300.0,,2.963797301024732e-05,462
210990,SANTA INES,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7686.0,7686.0,0.0,0.0,3843.0,,2.711874530437629e-05,463
315140,PITANGUI,31,0.0,4200.0,200.0,1200.0,0.0,0.0,0.0,0.0,0.0,5600.0,1120.0,0.0,0.0,-100.0,1.975864867349821e-05,464
316210,SAO GOTARDO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5436.37,5436.37,0.0,0.0,2718.185,,1.9181308015918833e-05,465
210160,BARRA DO CORDA,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3477.0,3477.0,0.0,0.0,1738.5,,1.2268003828170228e-05,466
330400,PIRAI,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.2,859.2,0.0,0.0,429.6,,3.0315412393338685e-06,467
120010,BRASILEIA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.24,463.24,0.0,0.0,231.62,,1.634463644912734e-06,468
292990,SEABRA,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,469
313520,JANUARIA,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,470
352260,ITAPIRA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,471
330023,ARMACAO DOS BUZIOS,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,472
313630,JOAO PINHEIRO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,473
316940,TRES PONTAS,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,474
350210,ANDRADINA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,475
521310,MINEIROS,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,476
150010,ABAETETUBA,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,477
150220,CAPANEMA,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,478
320090,BARRA DE SAO FRANCISCO,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,479
330060,BOM JESUS DO ITABAPOANA,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,480
352310,ITAQUAQUECETUBA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,481
320060,ARACRUZ,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,482
220840,PIRIPIRI,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,483
231330,TAUA,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,484
231340,TIANGUA,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,485
250970,MONTEIRO,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,486
270840,SAO JOSE DA TAPERA,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,487
270800,SANTANA DO IPANEMA,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,488
411580,MEDIANEIRA,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,489
230523,HORIZONTE,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,490
432190,TRES PASSOS,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,491
500190,BATAGUASSU,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,492
210360,COROATA,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,493
150360,ITAITUBA,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,494
210140,BALSAS,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,495
150810,TUCURUI,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,496
510410,GUARANTA DO NORTE,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,497
510792,SORRISO,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,498
